regulator_oln_id	target_oln_id	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
YNL216W	YGR260W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YGR283C	0	2	0		22498630,22720667
YNL216W	YHL001W	2	2	0	activates	12399584,17417638,20385592,22720667
YNL216W	YHL016C	1	1	0	inactivates	20385592,22498630
YNL216W	YHL029C	1	1	0	inactivates	20385592,22498630
YNL216W	YHL033C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YHR021C	1	2	0	activates	12399584,20385592,22498630
YNL216W	YHR033W	0	2	0		12399584,16522208
YNL216W	YHR096C	0	3	0		12399584,16522208,22498630
YNL216W	YHR122W	1	1	0	activates	20385592,22720667
YNL216W	YHR141C	2	3	0	activates	12399584,17417638,20385592,22498630,22720667
YNL216W	YHR142W	1	2	0	activates	12399584,20385592,22720667
YNL216W	YHR203C	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YHR204W	0	2	0		12399584,16522208
YNL216W	YHR214C-B	1	1	0	inactivates	20385592,22498630
YNL216W	YIL001W	1	1	0	activates	20385592,22720667
YNL216W	YIL018W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YIL019W	1	1	0	inactivates	20385592,22498630
YNL216W	YIL046W	1	1	0	inactivates	20385592,22720667
YNL216W	YIL047C	0	2	0		22498630,22720667
YNL216W	YIL052C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YIL055C	0	2	0		22498630,22720667
YNL216W	YIL057C	1	1	0	activates	20385592,22498630
YNL216W	YIL069C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YIL121W	2	2	0	activates	12399584,17417638,20385592,22720667
YNL216W	YIL133C	2	3	0	activates	12399584,17417638,20385592,22498630,22720667
YNL216W	YIL148W	2	2	0	activates	12399584,17417638,20385592,22720667
YNL216W	YIL149C	0	3	0		12399584,22498630,22720667
YNL216W	YIR004W	1	1	0	inactivates	20385592,22720667
YNL216W	YJL027C	1	1	0	activates	20385592,22498630
YNL216W	YJL078C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YJL079C	1	1	0	inactivates	20385592,22498630
YNL216W	YJL089W	1	2	0	activates	12399584,16522208,20385592
YNL216W	YJL090C	0	3	0		12399584,16522208,22498630
YNL216W	YJL096W	1	2	0	activates	20385592,22498630,22720667
YNL216W	YJL134W	3	2	0	activates,inactivates	12399584,17417638,20385592,22498630
YNL216W	YJL136C	2	2	0	activates	12399584,17417638,20385592,22498630
YNL216W	YJL158C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YJL177W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YJL178C	0	3	0		12399584,16522208,22498630
YNL216W	YJL190C	2	3	0	activates	12399584,17417638,20385592,22498630,22720667
YNL216W	YJL191W	2	2	0	activates	12399584,17417638,20385592,22720667
YNL216W	YJL192C	1	3	0	activates	12399584,20385592,22498630,22720667
YNL216W	YJR059W	0	2	0		12399584,16522208
YNL216W	YJR074W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YJR094W-A	2	1	0	activates	17417638,20385592,22720667
YNL216W	YJR123W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YJR139C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YJR145C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YJR146W	1	1	0	activates	20385592,22720667
YNL216W	YKL006C-A	0	2	0		12399584,22498630
YNL216W	YKL006W	2	1	0	activates	12399584,17417638,20385592
YNL216W	YKL010C	1	1	0	inactivates	20385592,22720667
YNL216W	YKL016C	1	1	0	inactivates	20385592,22720667
YNL216W	YFL021W	0	2	0		12399584,22720667
YNL216W	YKL029C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YKL040C	0	2	0		22498630,22720667
YNL216W	YKL045W	1	1	0	inactivates	20385592,22498630
YNL216W	YKL060C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YKL062W	2	2	0	inactivates	12399584,17417638,20385592,22720667
YNL216W	YKL081W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YKL086W	1	1	0	activates	20385592,22498630
YNL216W	YKL097C	1	1	0	activates	20385592,22498630
YNL216W	YKL143W	2	1	0	inactivates	17417638,20385592,22498630
YNL216W	YKL151C	1	1	0	activates	20385592,22720667
YNL216W	YKL152C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YKL180W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YKL182W	2	1	0	activates	12399584,17417638,20385592
YNL216W	YKR092C	0	2	0		22498630,22720667
YNL216W	YKR094C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YLL039C	0	3	0		12399584,22498630,22720667
YNL216W	YLL044W	2	1	0	activates	17417638,20385592,22498630
YNL216W	YLL045C	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLL051C	1	1	0	activates	20385592,22498630
YNL216W	YLR003C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YLR023C	0	2	0		22498630,22720667
YNL216W	YLR028C	1	1	0	activates	20385592,22720667
YNL216W	YLR029C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YLR044C	2	2	0	activates	16522208,17417638,20385592,22498630
YNL216W	YLR047C	0	3	0		12399584,16522208,22498630
YNL216W	YLR048W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YLR061W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLR074C	1	2	0	inactivates	20385592,22498630,22720667
YNL216W	YLR075W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLR103C	0	2	0		22498630,22720667
YNL216W	YLR104W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLR112W	1	1	0	inactivates	20385592,22720667
YNL216W	YLR167W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLR185W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLR214W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLR249W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLR255C	0	2	0		22498630,22720667
YNL216W	YLR264W	2	1	0	activates	17417638,20385592,22498630
YNL216W	YLR286C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YLR287C-A	2	2	0	activates	12399584,17417638,20385592,22498630
YNL216W	YLR312C	0	2	0		22498630,22720667
YNL216W	YLR325C	2	2	0	activates	12399584,17417638,20385592,22498630
YNL216W	YLR333C	2	2	0	activates	12399584,17417638,20385592,22498630
YNL216W	YLR344W	2	1	0	activates	12399584,17417638,20385592
YNL216W	YLR387C	0	3	0		12399584,22498630,22720667
YNL216W	YLR388W	2	2	0	activates	12399584,17417638,20385592,22720667
YNL216W	YLR399C	0	2	0		12399584,16522208
YNL216W	YLR400W	0	3	0		12399584,22498630,22720667
YNL216W	YLR437C	0	2	0		22498630,22720667
YNL216W	YLR438W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YLR441C	2	3	0	activates	12399584,17417638,20385592,22498630,22720667
YNL216W	YLR447C	1	3	0	activates	12399584,20385592,22498630,22720667
YNL216W	YDL133W	0	2	0		12399584,22720667
YNL216W	YLR448W	2	2	0	activates	12399584,17417638,20385592,22720667
YNL216W	YLR452C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YLR463C	1	1	0	inactivates	12399584,20385592
YNL216W	YLR465C	1	1	0	inactivates	12399584,20385592
YNL216W	YLR467W	1	1	0	inactivates	12399584,20385592
YNL216W	YML024W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YGL084C	0	2	0		22498630,22720667
YNL216W	YML025C	0	3	0		12399584,16522208,22498630
YNL216W	YML026C	1	3	0	activates	12399584,16522208,20385592,22498630
YNL216W	YML063W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YML064C	0	3	0		12399584,16522208,22498630
YNL216W	YML073C	2	3	0	activates	12399584,17417638,20385592,22498630,22720667
YNL216W	YML101C	0	2	0		22498630,22720667
YNL216W	YMR008C	0	2	0		22498630,22720667
YNL216W	YMR013C	0	2	0		22498630,22720667
YNL216W	YMR014W	1	1	0	inactivates	20385592,22720667
YNL216W	YMR015C	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YMR027W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YMR092C	1	1	0	activates	20385592,22498630
YNL216W	YMR107W	1	2	0	inactivates	20385592,22498630,22720667
YNL216W	YMR116C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YMR142C	2	3	0	activates	12399584,17417638,20385592,22498630,22720667
YNL216W	YMR143W	1	3	0	inactivates	12399584,20385592,22498630,22720667
YNL216W	YMR194W	1	1	0	activates	20385592,22720667
YNL216W	YMR205C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YMR224C	0	2	0		22498630,22720667
YNL216W	YMR230W	2	1	0	activates	17417638,20385592,22498630
YNL216W	YMR242C	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YMR243C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YNL010W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YJR058C	0	3	0		12399584,16522208,22498630
YNL216W	YNL069C	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YNL096C	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YNL144C	0	3	0		12399584,22498630,22720667
YNL216W	YNL162W	2	1	0	activates	12399584,17417638,20385592
YNL216W	YNL163C	0	2	0		12399584,22498630
YNL216W	YNL191W	1	1	0	inactivates	20385592,22498630
YNL216W	YNL216W	1	2	0	activates	12399584,20385592,22720667
YNL216W	YNL217W	1	1	0	activates	20385592,22498630
YNL216W	YNL288W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YNL301C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YNL302C	2	2	0	activates	12399584,17417638,20385592,22498630
YNL216W	YNL329C	0	3	0		12399584,22498630,22720667
YNL216W	YNL338W	0	2	0		12399584,22720667
YNL216W	YNL339C	0	2	0		12399584,22720667
YNL216W	YNL311C	0	2	0		22498630,22720667
YNL216W	YNR013C	0	2	0		22498630,22720667
YNL216W	YOL039W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YOL040C	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YOL052C-A	2	3	0	inactivates	12399584,17417638,20385592,22498630,22720667
YNL216W	YOL059W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YOL060C	0	3	0		12399584,16522208,22498630
YNL216W	YOL082W	0	2	0		12399584,16522208
YNL216W	YOL086C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YOL109W	0	2	0		12399584,16522208
YNL216W	YOL120C	2	3	0	activates	12399584,17417638,20385592,22498630,22720667
YNL216W	YOL121C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YOL127W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YOL128C	0	3	0		12399584,16522208,22498630
YNL216W	YOL136C	1	3	0	activates	12399584,16522208,20385592,22498630
YNL216W	YOR032C	2	2	0	inactivates	17417638,20385592,22498630,22720667
YNL216W	YOR056C	0	2	0		22498630,22720667
YNL216W	YOR068C	1	1	0	inactivates	20385592,22720667
YNL216W	YOR095C	0	3	0		12399584,16522208,22498630
YNL216W	YOR096W	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YOR100C	0	3	0		12399584,22498630,22720667
YNL216W	YOR112W	1	1	0	activates	20385592,22498630
YNL216W	YOR124C	0	2	0		22498630,22720667
YNL216W	YOR234C	2	2	0	activates	12399584,16522208,17417638,20385592
YNL216W	YOR235W	0	3	0		12399584,22498630,22720667
YNL216W	YOR292C	2	2	0	inactivates	12399584,17417638,20385592,22498630
YNL216W	YOR293W	2	1	0	activates	12399584,17417638,20385592
YNL216W	YOR302W	2	2	0	inactivates	12399584,17417638,20385592,22720667
YNL216W	YOR303W	2	2	0	inactivates	12399584,17417638,20385592,22720667
YNL216W	YOR312C	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YOR317W	1	2	0	inactivates	12399584,20385592,22720667
YNL216W	YOR338W	2	2	0	inactivates	12399584,17417638,20385592,22720667
YNL216W	YOR365C	0	2	0		12399584,16522208
YNL216W	YOR367W	1	2	0	activates	12399584,16522208,20385592
YNL216W	YOR369C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YPL016W	0	2	0		12399584,16522208
YNL216W	YPL017C	0	3	0		12399584,16522208,22498630
YNL216W	YPL036W	1	1	0	activates	20385592,22720667
YNL216W	YGR180C	0	3	0		12399584,22498630,22720667
YNL216W	YPL037C	1	1	0	activates	20385592,22720667
YNL216W	YPL055C	1	1	0	inactivates	20385592,22498630
YNL216W	YPL067C	1	1	0	activates	20385592,22498630
YNL216W	YPL079W	2	2	0	activates	12399584,17417638,20385592,22720667
YNL216W	YPL080C	0	3	0		12399584,22498630,22720667
YNL216W	YPL081W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YKL030W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YPL082C	0	2	0		22498630,22720667
YNL216W	YPL090C	2	2	0	activates	17417638,20385592,22498630,22720667
YNL216W	YPL111W	1	1	0	activates	20385592,22498630
YNL216W	YPL131W	2	1	0	activates	16522208,17417638,20385592
YNL216W	YPL132W	1	1	0	activates	20385592,22498630
YNL216W	YPL143W	2	1	0	activates	12399584,17417638,20385592
YNL216W	YPL144W	1	3	0	inactivates	12399584,16522208,20385592,22498630
YNL216W	YPL145C	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YPL162C	0	2	0		22498630,22720667
YNL216W	YPL189W	1	1	0	inactivates	20385592,22720667
YNL216W	YPL199C	2	1	0	activates	17417638,20385592,22498630
YNL216W	YPL221W	1	1	0	inactivates	20385592,22498630
YNL216W	YPL222W	0	2	0		22498630,22720667
YNL216W	YPL226W	2	1	0	activates	17417638,20385592,22720667
YNL216W	YPL227C	0	2	0		22498630,22720667
YNL216W	YPL231W	2	1	0	activates	17417638,20385592,22498630
YNL216W	YPL249C-A	2	3	0	activates	12399584,16522208,17417638,20385592,22498630
YNL216W	YPR008W	1	1	0	inactivates	20385592,22498630
YNL216W	YPR029C	0	3	0		12399584,16522208,22498630
YNL216W	YPR030W	0	2	0		12399584,16522208
YNL216W	YPR080W	0	2	0		12399584,16522208
YNL216W	YPR102C	0	3	0		12399584,16522208,22498630
YNL216W	YPR103W	0	2	0		12399584,16522208
YNL216W	YPR131C	0	2	0		12399584,22720667
YNL216W	YPR132W	0	2	0		12399584,22720667
YNL216W	YPR161C	0	2	0		22498630,22720667
YNL309W	YBR088C	1	1	0	activates	20385592,22720667
YNL309W	YBR093C	1	1	0	inactivates	20385592,22720667
YNL309W	YBR105C	1	1	0	inactivates	20385592,22720667
YNL309W	YDL210W	1	1	0	activates	20385592,22720667
YNL309W	YDR452W	1	1	0	inactivates	20385592,22720667
YNL309W	YDR500C	0	2	0		12399584,22720667
YNL309W	YDR501W	0	2	0		12399584,22720667
YNL309W	YDR527W	1	1	0	activates	16522208,20385592
YNL309W	YER156C	1	1	0	activates	20385592,22720667
YNL309W	YGR109C	1	1	0	activates	16522208,20385592
YNL309W	YGR221C	0	2	0		12399584,16522208
YNL309W	YGR277C	1	2	0	activates	12399584,20385592,22720667
YNL309W	YGR278W	0	2	0		12399584,22720667
YNL309W	YHR061C	0	2	0		12399584,16522208
YNL309W	YJR150C	1	1	0	inactivates	20385592,22720667
YNL309W	YKL096W	2	1	0	activates	17417638,20385592,22720667
YNL309W	YKL096W-A	0	2	0		12399584,16522208
YNL309W	YKL097C	0	2	0		12399584,22720667
YNL309W	YLR342W	0	2	0		12399584,22720667
YNL309W	YMR010W	1	1	0	inactivates	20385592,22720667
YNL309W	YMR172C-A	1	1	0	inactivates	17417638,22720667
YNL309W	YMR306C-A	0	2	0		12399584,22720667
YNL309W	YMR307W	0	2	0		12399584,16522208
YNL309W	YNL207W	1	1	0	activates	20385592,22720667
YNL309W	YNL289W	0	2	0		12399584,16522208
YNL309W	YOL007C	0	2	0		12399584,16522208
YNL309W	YOR049C	1	1	0	inactivates	20385592,22720667
YNL309W	YOR138C	0	2	0		12399584,22720667
YNL309W	YOR140W	0	2	0		12399584,22720667
YNL309W	YOR246C	0	2	0		12399584,16522208
YNL309W	YOR247W	0	2	0		12399584,16522208
YNL309W	YOR248W	0	2	0		12399584,22720667
YNL309W	YOR372C	0	2	0		12399584,16522208
YNL309W	YOR373W	0	2	0		12399584,16522208
YNL309W	YPL016W	1	1	0	activates	20385592,22720667
YNL309W	YPL017C	1	1	0	inactivates	20385592,22720667
YNL309W	YPL056C	0	2	0		12399584,22720667
YNL309W	YPL255W	0	2	0		12399584,16522208
YNL309W	YPL256C	0	2	0		12399584,16522208
YNL309W	YPR138C	1	1	0	inactivates	20385592,22720667
YNL314W	YAL014C	1	1	0	activates	20385592,22720667
YNL314W	YBR002C	0	2	0		12399584,22720667
YNL314W	YBR003W	0	2	0		12399584,22720667
YNL314W	YDL038C	1	1	0	activates	12399584,20385592
YNL314W	YDL039C	1	1	0	activates	12399584,20385592
YNL314W	YDR012W	1	1	0	inactivates	20385592,22720667
YNL314W	YDR068W	1	1	0	activates	16522208,20385592
YNL314W	YDR256C	1	1	0	activates	20385592,22720667
YNL314W	YDR454C	1	1	0	inactivates	20385592,22720667
YNL314W	YDR527W	1	1	0	activates	16522208,20385592
YNL314W	YER045C	1	1	0	activates	16522208,20385592
YNL314W	YER179W	1	1	0	activates	20385592,22720667
YNL314W	YFL015C	1	1	0	activates	20385592,22720667
YNL314W	YGL183C	1	1	0	activates	20385592,22720667
YNL314W	YGR214W	1	1	0	inactivates	20385592,22720667
YNL314W	YHR044C	1	1	0	activates	20385592,22720667
YNL314W	YHR071W	1	1	0	activates	16522208,20385592
YNL314W	YIR020C	1	1	0	activates	20385592,22720667
YNL314W	YIR027C	1	2	0	inactivates	12399584,16522208,20385592
YNL314W	YIR028W	0	2	0		12399584,16522208
YNL314W	YKL096W-A	1	1	0	inactivates	16522208,20385592
YNL314W	YLR099C	1	1	0	activates	20385592,22720667
YNL314W	YLR437C	0	2	0		12399584,22720667
YNL314W	YLR438W	2	2	0	activates	12399584,17417638,20385592,22720667
YNL314W	YMR264W	1	1	0	inactivates	16522208,20385592
YNL314W	YNL280C	1	1	0	activates	16522208,20385592
YNL314W	YNR018W	1	1	0	inactivates	20385592,22720667
YNL314W	YOL075C	0	2	0		12399584,22720667
YNL314W	YOL077C	1	1	0	inactivates	20385592,22720667
YNL314W	YPL010W	0	2	0		12399584,22720667
YNL314W	YPL011C	0	2	0		12399584,22720667
YNL330C	YBR047W	1	1	0	inactivates	21329885,24766815
YNL330C	YDL136W	1	1	0	inactivates	20385592,21329885
YNL330C	YDR446W	1	1	0	inactivates	21329885,24766815
YNL330C	YGL032C	1	1	0	inactivates	20385592,21329885
YNL330C	YJL187C	1	1	0	inactivates	20385592,21329885
YNL330C	YJR004C	2	1	0	activates	20385592,21329885,24766815
YNL330C	YML100W	1	1	0	activates	17417638,21329885
YNL330C	YMR253C	1	1	0	inactivates	20385592,21329885
YNL330C	YOL155C	1	1	0	inactivates	21329885,24766815
YOL004W	YDR309C	2	1	0	activates	17417638,20385592,21329885
YOL004W	YDR450W	1	1	0	activates	20385592,21329885
YOL004W	YGL125W	1	1	0	inactivates	20385592,21329885
YOL004W	YIR001C	1	1	0	activates	20385592,21329885
YOL028C	YAL012W	1	1	0	activates	20385592,22720667
YOL028C	YGR209C	1	1	0	inactivates	20385592,22720667
YOL028C	YGR234W	1	1	0	activates	20385592,22720667
YOL028C	YOR226C	1	1	0	inactivates	20385592,22720667
YOL067C	YBL097W	0	2	0		12399584,22720667
YOL067C	YCR018C-A	0	2	0		12399584,22720667
YOL067C	YCR019W	0	2	0		12399584,22720667
YOL067C	YJR100C	0	2	0		12399584,22720667
YOL067C	YKL071W	0	2	0		12399584,22720667
YOL067C	YMR126C	0	2	0		12399584,22720667
YOL089C	YCR102C	1	1	0	inactivates	12399584,20385592
YOL089C	YDL068W	0	2	0		12399584,22720667
YOL089C	YDR042C	0	2	0		12399584,22720667
YOL089C	YER001W	1	1	0	inactivates	12399584,20385592
YOL089C	YGL001C	0	2	0		12399584,22720667
YOL089C	YJR011C	1	1	0	activates	20385592,22720667
YOL089C	YKL062W	1	2	0	inactivates	12399584,20385592,22720667
YOL089C	YLR460C	1	2	0	inactivates	12399584,20385592,22720667
YOL089C	YNL134C	1	2	0	inactivates	12399584,20385592,22720667
YOL089C	YOL084W	0	2	0		12399584,22720667
YOL089C	YOL085C	0	2	0		12399584,22720667
YOL108C	YBR029C	1	2	0	inactivates	12399584,16522208,20385592
YOL108C	YBR030W	0	2	0		12399584,16522208
YOL108C	YBR177C	1	1	0	inactivates	20385592,22720667
YOL108C	YDR050C	0	2	0		12399584,16522208
YOL108C	YDR129C	0	2	0		12399584,22720667
YOL108C	YDR146C	0	2	0		12399584,16522208
YOL108C	YDR147W	0	2	0		12399584,16522208
YOL108C	YDR278C	0	2	0		12399584,22720667
YOL108C	YDR453C	1	1	0	inactivates	21329885,24766815
YOL108C	YDR497C	1	2	0	activates	12399584,16522208,24766815
YOL108C	YDR502C	1	1	0	activates	22720667,24766815
YOL108C	YER026C	0	2	0		12399584,16522208
YOL108C	YER043C	0	2	0		12399584,16522208
YOL108C	YFR025C	1	1	0	activates	20385592,22720667
YOL108C	YGR008C	1	1	0	inactivates	21329885,24766815
YOL108C	YGR157W	0	2	0		12399584,16522208
YOL108C	YHR123W	0	2	0		12399584,16522208
YOL108C	YJR104C	0	2	0		12399584,16522208
YOL108C	YJR105W	0	2	0		12399584,16522208
YOL108C	YKL182W	1	2	0	activates	12399584,16522208,20385592
YOL108C	YLR132C	0	2	0		21329885,22720667
YOL108C	YLR168C	1	1	0	inactivates	20385592,22720667
YOL108C	YMR084W	0	2	0		12399584,22720667
YOL108C	YOL107W	1	1	0	inactivates	20385592,22720667
YOL108C	YOL108C	1	1	0	activates	20385592,22720667
YOL108C	YPL231W	0	2	0		12399584,16522208
YOL108C	YPR013C	0	2	0		12399584,16522208
YOL116W	YBL041W	0	2	0		12399584,22720667
YOL116W	YBL042C	1	2	0	inactivates	12399584,20385592,22720667
YOL116W	YKR038C	0	2	0		12399584,22720667
YOL116W	YPR035W	1	1	0	activates	12399584,20385592
YOL148C	YBR068C	2	1	0	activates	17417638,20385592,21329885
YOL148C	YGR214W	2	1	0	activates	17417638,20385592,21329885
YOL148C	YJL107C	1	1	0	activates	20385592,21329885
YOR028C	YAL037W	0	2	0		12399584,16522208
YOR028C	YBL029W	0	2	0		12399584,22720667
YOR028C	YBL030C	0	2	0		12399584,22720667
YOR028C	YBL043W	0	2	0		12399584,22720667
YOR028C	YBR007C	0	2	0		12399584,22720667
YOR028C	YBR008C	0	2	0		12399584,16522208
YOR028C	YBR054W	0	2	0		12399584,16522208
YOR028C	YBR070C	1	2	0	inactivates	12399584,20385592,22720667
YOR028C	YBR071W	0	2	0		12399584,22720667
YOR028C	YBR090C	1	1	0	inactivates	20385592,21329885
YOR028C	YBR157C	0	2	0		12399584,22720667
YOR028C	YCL025C	0	3	0		12399584,21329885,22720667
YOR028C	YCR010C	1	1	0	activates	20385592,22720667
YOR028C	YCR021C	1	1	0	activates	16522208,17417638
YOR028C	YDL037C	0	2	0		12399584,22720667
YOR028C	YDL129W	0	2	0		12399584,22720667
YOR028C	YDL168W	0	2	0		12399584,22720667
YOR028C	YDL169C	0	2	0		12399584,22720667
YOR028C	YDR042C	0	2	0		12399584,22720667
YOR028C	YDR077W	1	2	0	activates	12399584,20385592,22720667
YOR028C	YDR259C	0	2	0		12399584,22720667
YOR028C	YDR300C	0	2	0		12399584,16522208
YOR028C	YDR301W	0	2	0		12399584,16522208
YOR028C	YDR338C	1	2	0	activates	12399584,16522208,20385592
YOR028C	YDR343C	0	2	0		12399584,22720667
YOR028C	YDR441C	0	2	0		12399584,16522208
YOR028C	YDR442W	0	2	0		12399584,22720667
YOR028C	YDR505C	0	2	0		12399584,22720667
YOR028C	YDR508C	0	2	0		12399584,16522208
YOR028C	YDR510W	1	2	0	inactivates	12399584,16522208,20385592
YOR028C	YEL044W	0	2	0		12399584,22720667
YOR028C	YEL045C	0	2	0		12399584,22720667
YOR028C	YEL046C	1	1	0	activates	12399584,20385592
YOR028C	YEL052W	0	2	0		12399584,16522208
YOR028C	YEL053C	0	2	0		12399584,16522208
YOR028C	YEL066W	1	1	0	activates	20385592,21329885
YOR028C	YER028C	0	2	0		12399584,16522208
YOR028C	YER038C	0	2	0		12399584,22720667
YOR028C	YER045C	0	2	0		12399584,16522208
YOR028C	YER073W	1	2	0	inactivates	12399584,20385592,22720667
YOR028C	YFL004W	0	2	0		12399584,16522208
YOR028C	YGL253W	0	2	0		12399584,16522208
YOR028C	YGR034W	1	1	0	inactivates	20385592,21329885
YOR028C	YGR035C	0	2	0		12399584,22720667
YOR028C	YGR118W	1	1	0	inactivates	20385592,21329885
YOR028C	YGR144W	0	2	0		12399584,22720667
YOR028C	YGR171C	0	2	0		12399584,16522208
YOR028C	YGR178C	0	2	0		12399584,22720667
YOR028C	YGR180C	0	2	0		12399584,22720667
YOR028C	YGR192C	1	1	0	activates	16522208,20385592
YOR028C	YGR238C	0	2	0		12399584,16522208
YOR028C	YGR249W	0	2	0		12399584,16522208
YOR028C	YHL034C	0	2	0		12399584,16522208
YOR028C	YHR047C	0	2	0		12399584,22720667
YOR028C	YHR049W	0	2	0		12399584,22720667
YOR028C	YHR128W	0	2	0		12399584,22720667
YOR028C	YHR179W	0	2	0		12399584,22720667
YOR028C	YHR183W	1	1	0	activates	20385592,22720667
YOR028C	YIL045W	0	2	0		16522208,21329885
YOR028C	YIL118W	0	2	0		12399584,16522208
YOR028C	YIL119C	0	2	0		12399584,16522208
YOR028C	YIL171W	1	1	0	activates	12399584,20385592
YOR028C	YIR001C	0	2	0		12399584,22720667
YOR028C	YIR020C	0	2	0		12399584,22720667
YOR028C	YJL029C	0	2	0		12399584,21329885
YOR028C	YJL030W	0	2	0		12399584,22720667
YOR028C	YJL031C	0	2	0		12399584,22720667
YOR028C	YJL076W	0	2	0		12399584,22720667
YOR028C	YJL077C	0	2	0		12399584,22720667
YOR028C	YJL135W	1	1	0	activates	20385592,22720667
YOR028C	YJL136C	1	1	0	inactivates	20385592,22720667
YOR028C	YJL159W	1	1	0	activates	20385592,21329885
YOR028C	YJL171C	0	2	0		12399584,22720667
YOR028C	YJR003C	0	2	0		12399584,22720667
YOR028C	YJR011C	0	2	0		12399584,22720667
YOR028C	YJR046W	1	1	0	activates	20385592,21329885
YOR028C	YJR061W	0	2	0		12399584,16522208
YOR028C	YJR102C	0	2	0		12399584,16522208
YOR028C	YJR103W	0	2	0		12399584,16522208
YOR028C	YJR117W	1	1	0	activates	20385592,21329885
YOR028C	YJR132W	0	2	0		12399584,22720667
YOR028C	YJR146W	1	2	0	activates	12399584,20385592,22720667
YOR028C	YJR147W	0	2	0		12399584,16522208
YOR028C	YKL044W	0	2	0		12399584,22720667
YOR028C	YKL103C	0	2	0		12399584,22720667
YOR028C	YKL107W	0	2	0		12399584,22720667
YOR028C	YKL110C	0	2	0		12399584,16522208
YOR028C	YKL132C	1	2	0	activates	12399584,20385592,22720667
YOR028C	YKL182W	0	2	0		12399584,16522208
YOR028C	YKR010C	1	1	0	activates	20385592,22720667
YOR028C	YKR038C	1	1	0	activates	16522208,20385592
YOR028C	YKR039W	0	2	0		12399584,16522208
YOR028C	YKR066C	0	2	0		12399584,22720667
YOR028C	YKR067W	0	2	0		12399584,22720667
YOR028C	YLL006W	0	2	0		12399584,22720667
YOR028C	YLL007C	1	2	0	activates	12399584,17417638,22720667
